advisor_id,advisor_name,channel,archetype_id,archetype_name,risk_tolerance,turnover,flow_persistence,tenure_band,household_count,aum,gross_sales_bias,redemption_sensitivity
ADV0399,Advisor 0399,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,144,160140377.25,0.95,1.05
ADV0428,Advisor 0428,ria,conservative_income,Conservative Income,low,low,high,established,107,159823828.72,0.85,1.2
ADV0321,Advisor 0321,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,103,159799619.74,1.15,0.9
ADV0012,Advisor 0012,ria,balanced_planner,Balanced Planner,medium,low,high,established,114,159598249.15,1.0,1.0
ADV0966,Advisor 0966,wirehouse,active_trader,Active Trader,high,high,low,tenured,131,159597266.82,1.25,1.15
ADV0783,Advisor 0783,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,99,159094610.31,1.15,0.9
ADV0051,Advisor 0051,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,161,158489304.43,1.0,1.0
ADV0515,Advisor 0515,private_bank,growth_allocator,Growth Allocator,medium_high,medium,medium,established,82,158185051.01,1.15,0.9
ADV0513,Advisor 0513,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,159,156643698.83,0.85,1.2
ADV0836,Advisor 0836,wirehouse,conservative_income,Conservative Income,low,low,high,tenured,104,155832986.33,0.85,1.2
ADV0134,Advisor 0134,ria,balanced_planner,Balanced Planner,medium,low,high,established,118,155103689.97,1.0,1.0
ADV0314,Advisor 0314,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,139,154382297.8,0.95,1.05
ADV0415,Advisor 0415,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,173,154188055.57,0.85,1.2
ADV0065,Advisor 0065,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,152,154179897.81,1.0,1.0
ADV0723,Advisor 0723,ria,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,134,153987416.2,0.95,1.05
ADV0552,Advisor 0552,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,129,153865763.46,0.85,1.2
ADV0148,Advisor 0148,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,137,153711577.02,1.0,1.0
ADV0873,Advisor 0873,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,152,153637890.61,1.15,0.9
ADV0681,Advisor 0681,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,155,153427851.45,1.0,1.0
ADV0046,Advisor 0046,ria,active_trader,Active Trader,high,high,low,established,90,153224310.51,1.25,1.15
ADV0696,Advisor 0696,insurance_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,175,152127514.0,1.05,0.95
ADV0526,Advisor 0526,wirehouse,active_trader,Active Trader,high,high,low,tenured,112,152014816.28,1.25,1.15
ADV0018,Advisor 0018,ria,balanced_planner,Balanced Planner,medium,low,high,established,99,151190412.65,1.0,1.0
ADV0598,Advisor 0598,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,111,150771836.91,1.15,0.9
ADV0694,Advisor 0694,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,120,149746346.24,1.15,0.9
ADV0525,Advisor 0525,ria,conservative_income,Conservative Income,low,low,high,tenured,133,149390143.91,0.85,1.2
ADV0290,Advisor 0290,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,162,148824728.97,0.85,1.2
ADV0882,Advisor 0882,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,128,148737828.69,0.95,1.05
ADV0921,Advisor 0921,ria,conservative_income,Conservative Income,low,low,high,emerging,109,148726956.28,0.85,1.2
ADV0978,Advisor 0978,wirehouse,conservative_income,Conservative Income,low,low,high,established,101,147293384.6,0.85,1.2
ADV0771,Advisor 0771,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,119,145984177.66,1.0,1.0
ADV0013,Advisor 0013,independent_broker_dealer,active_trader,Active Trader,high,high,low,established,123,145817338.73,1.25,1.15
ADV0528,Advisor 0528,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,93,145247775.89,1.15,0.9
ADV0986,Advisor 0986,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,90,145097838.84,1.0,1.0
ADV0478,Advisor 0478,insurance_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,162,145092988.14,0.85,1.2
ADV0755,Advisor 0755,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,103,143596265.72,1.0,1.0
ADV0102,Advisor 0102,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,143,143554399.08,0.95,1.05
ADV0025,Advisor 0025,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,132,141951770.14,1.0,1.0
ADV0409,Advisor 0409,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,123,141546757.08,1.0,1.0
ADV0780,Advisor 0780,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,107,141531503.68,1.0,1.0
ADV0800,Advisor 0800,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,142,141241974.34,1.0,1.0
ADV0923,Advisor 0923,wirehouse,balanced_planner,Balanced Planner,medium,low,high,emerging,78,140461563.38,1.0,1.0
ADV0087,Advisor 0087,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,137,139956680.8,1.0,1.0
ADV0534,Advisor 0534,insurance_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,152,139546290.7,0.95,1.05
ADV0878,Advisor 0878,regional_broker_dealer,active_trader,Active Trader,high,high,low,established,136,139253656.65,1.25,1.15
ADV0576,Advisor 0576,ria,balanced_planner,Balanced Planner,medium,low,high,emerging,99,138735882.45,1.0,1.0
ADV0713,Advisor 0713,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,96,138299799.65,1.15,0.9
ADV0565,Advisor 0565,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,90,137998071.68,0.95,1.05
ADV0402,Advisor 0402,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,135,137926065.01,1.15,0.9
ADV0370,Advisor 0370,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,127,137781165.79,1.15,0.9
ADV0847,Advisor 0847,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,72,137417595.93,0.95,1.05
ADV0450,Advisor 0450,ria,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,108,137404143.49,0.95,1.05
ADV0411,Advisor 0411,independent_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,110,137025902.91,1.05,0.95
ADV0029,Advisor 0029,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,104,136471116.18,1.15,0.9
ADV0108,Advisor 0108,private_bank,active_trader,Active Trader,high,high,low,tenured,64,136438581.3,1.25,1.15
ADV0888,Advisor 0888,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,105,136196522.89,1.15,0.9
ADV0090,Advisor 0090,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,84,136041693.82,1.0,1.0
ADV0943,Advisor 0943,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,138,135804157.58,0.85,1.2
ADV0120,Advisor 0120,ria,conservative_income,Conservative Income,low,low,high,established,90,135566134.89,0.85,1.2
ADV0595,Advisor 0595,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,96,135465735.0,1.05,0.95
ADV0899,Advisor 0899,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,141,135198209.09,1.15,0.9
ADV0818,Advisor 0818,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,105,135108868.08,1.0,1.0
ADV0996,Advisor 0996,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,128,134732133.94,1.0,1.0
ADV0891,Advisor 0891,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,established,128,134212551.47,0.85,1.2
ADV0081,Advisor 0081,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,92,134187054.76,1.0,1.0
ADV0298,Advisor 0298,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,81,133933199.46,1.15,0.9
ADV0843,Advisor 0843,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,121,133847606.06,1.0,1.0
ADV0930,Advisor 0930,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,105,133816219.07,0.95,1.05
ADV0987,Advisor 0987,insurance_broker_dealer,active_trader,Active Trader,high,high,low,tenured,180,133632242.08,1.25,1.15
ADV0949,Advisor 0949,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,124,133543531.67,1.15,0.9
ADV0523,Advisor 0523,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,85,133182401.89,1.15,0.9
ADV0340,Advisor 0340,ria,balanced_planner,Balanced Planner,medium,low,high,established,83,132261955.46,1.0,1.0
ADV0625,Advisor 0625,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,130,132004639.5,1.15,0.9
ADV0932,Advisor 0932,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,99,131908879.28,1.15,0.9
ADV0127,Advisor 0127,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,90,131836630.45,0.95,1.05
ADV0303,Advisor 0303,ria,balanced_planner,Balanced Planner,medium,low,high,established,83,130657397.04,1.0,1.0
ADV0042,Advisor 0042,ria,conservative_income,Conservative Income,low,low,high,emerging,87,130650719.81,0.85,1.2
ADV0554,Advisor 0554,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,emerging,79,128754193.05,1.05,0.95
ADV0356,Advisor 0356,private_bank,conservative_income,Conservative Income,low,low,high,tenured,58,128597132.66,0.85,1.2
ADV0867,Advisor 0867,private_bank,conservative_income,Conservative Income,low,low,high,tenured,56,128353687.75,0.85,1.2
ADV0962,Advisor 0962,ria,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,108,127817448.76,1.05,0.95
ADV0010,Advisor 0010,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,89,127727783.24,1.15,0.9
ADV0589,Advisor 0589,insurance_broker_dealer,conservative_income,Conservative Income,low,low,high,established,135,126949831.6,0.85,1.2
ADV0269,Advisor 0269,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,established,120,126813653.76,0.85,1.2
ADV0440,Advisor 0440,insurance_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,135,126064594.31,1.15,0.9
ADV0155,Advisor 0155,regional_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,tenured,142,125826961.45,1.05,0.95
ADV0865,Advisor 0865,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,81,125744295.77,1.15,0.9
ADV0506,Advisor 0506,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,99,125652200.03,1.15,0.9
ADV0036,Advisor 0036,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,80,125541613.37,1.15,0.9
ADV0105,Advisor 0105,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,95,124581876.96,1.0,1.0
ADV0903,Advisor 0903,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,77,123514824.95,1.0,1.0
ADV0024,Advisor 0024,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,115,123047920.09,0.85,1.2
ADV0172,Advisor 0172,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,101,122860590.21,0.95,1.05
ADV0610,Advisor 0610,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,101,122787309.16,1.0,1.0
ADV0970,Advisor 0970,ria,balanced_planner,Balanced Planner,medium,low,high,established,97,122707968.42,1.0,1.0
ADV0166,Advisor 0166,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,79,122493436.06,1.0,1.0
ADV0714,Advisor 0714,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,92,122374132.66,1.0,1.0
ADV0686,Advisor 0686,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,90,122182215.73,1.0,1.0
ADV0270,Advisor 0270,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,87,121666633.37,1.15,0.9
ADV0494,Advisor 0494,insurance_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,139,121362242.94,1.0,1.0
ADV0999,Advisor 0999,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,104,120862250.52,1.0,1.0
ADV0306,Advisor 0306,wirehouse,conservative_income,Conservative Income,low,low,high,established,81,120833826.77,0.85,1.2
ADV0342,Advisor 0342,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,127,120086945.71,1.0,1.0
ADV0251,Advisor 0251,wirehouse,active_trader,Active Trader,high,high,low,established,76,119816035.43,1.25,1.15
ADV0412,Advisor 0412,private_bank,balanced_planner,Balanced Planner,medium,low,high,established,68,119798115.46,1.0,1.0
ADV0057,Advisor 0057,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,86,119780228.48,1.0,1.0
ADV0570,Advisor 0570,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,90,119565565.79,0.85,1.2
ADV0262,Advisor 0262,wirehouse,conservative_income,Conservative Income,low,low,high,tenured,85,119410962.69,0.85,1.2
ADV0544,Advisor 0544,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,121,119022171.56,0.85,1.2
ADV0050,Advisor 0050,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,122,118904961.74,1.15,0.9
ADV0968,Advisor 0968,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,115,118894911.68,1.0,1.0
ADV0846,Advisor 0846,private_bank,growth_allocator,Growth Allocator,medium_high,medium,medium,established,57,118631271.48,1.15,0.9
ADV0906,Advisor 0906,wirehouse,balanced_planner,Balanced Planner,medium,low,high,emerging,73,117675582.69,1.0,1.0
ADV0862,Advisor 0862,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,88,117596750.33,1.15,0.9
ADV0021,Advisor 0021,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,95,116886442.42,1.15,0.9
ADV0128,Advisor 0128,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,81,116831870.61,1.0,1.0
ADV0015,Advisor 0015,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,67,116770232.54,1.15,0.9
ADV0332,Advisor 0332,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,established,135,116417375.51,0.85,1.2
ADV0661,Advisor 0661,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,107,114801028.79,0.85,1.2
ADV0730,Advisor 0730,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,121,114448522.3,1.0,1.0
ADV0345,Advisor 0345,private_bank,alternative_specialist,Alternative Specialist,medium_high,medium,medium,emerging,54,114057711.56,1.05,0.95
ADV0078,Advisor 0078,wirehouse,conservative_income,Conservative Income,low,low,high,established,65,113581650.38,0.85,1.2
ADV0955,Advisor 0955,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,86,113491186.21,0.85,1.2
ADV0503,Advisor 0503,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,100,113426455.16,1.15,0.9
ADV0911,Advisor 0911,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,71,112897904.78,1.15,0.9
ADV0327,Advisor 0327,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,91,112329889.91,1.15,0.9
ADV0613,Advisor 0613,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,76,112297032.83,1.15,0.9
ADV0424,Advisor 0424,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,120,112050092.71,1.0,1.0
ADV0431,Advisor 0431,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,135,110805544.36,1.0,1.0
ADV0916,Advisor 0916,private_bank,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,53,110559093.96,0.95,1.05
ADV0508,Advisor 0508,ria,conservative_income,Conservative Income,low,low,high,established,89,110332125.77,0.85,1.2
ADV0272,Advisor 0272,ria,alternative_specialist,Alternative Specialist,medium_high,medium,medium,tenured,88,110107864.52,1.05,0.95
ADV0868,Advisor 0868,wirehouse,active_trader,Active Trader,high,high,low,established,77,109709010.3,1.25,1.15
ADV0579,Advisor 0579,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,79,109621385.04,0.85,1.2
ADV0295,Advisor 0295,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,70,109154107.94,1.0,1.0
ADV0634,Advisor 0634,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,74,108952490.53,1.15,0.9
ADV0476,Advisor 0476,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,94,108548821.3,0.85,1.2
ADV0048,Advisor 0048,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,66,108256131.32,1.0,1.0
ADV0591,Advisor 0591,regional_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,114,108047510.8,0.95,1.05
ADV0629,Advisor 0629,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,67,108028735.75,1.15,0.9
ADV0471,Advisor 0471,wirehouse,conservative_income,Conservative Income,low,low,high,established,64,107924089.9,0.85,1.2
ADV0983,Advisor 0983,wirehouse,active_trader,Active Trader,high,high,low,tenured,81,107871138.35,1.25,1.15
ADV0019,Advisor 0019,independent_broker_dealer,active_trader,Active Trader,high,high,low,established,92,107512429.23,1.25,1.15
ADV0834,Advisor 0834,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,78,107501554.13,1.15,0.9
ADV0872,Advisor 0872,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,84,107339645.57,1.0,1.0
ADV0146,Advisor 0146,ria,balanced_planner,Balanced Planner,medium,low,high,emerging,81,107202240.24,1.0,1.0
ADV0339,Advisor 0339,regional_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,114,107008198.26,0.95,1.05
ADV0796,Advisor 0796,ria,conservative_income,Conservative Income,low,low,high,established,83,106606628.8,0.85,1.2
ADV0005,Advisor 0005,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,85,106538465.82,0.85,1.2
ADV0736,Advisor 0736,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,73,106368682.89,1.0,1.0
ADV0384,Advisor 0384,private_bank,conservative_income,Conservative Income,low,low,high,tenured,58,105949710.78,0.85,1.2
ADV0206,Advisor 0206,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,66,105664189.63,1.15,0.9
ADV0058,Advisor 0058,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,87,105642184.0,1.0,1.0
ADV0542,Advisor 0542,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,91,105372581.8,1.0,1.0
ADV0265,Advisor 0265,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,91,105110157.44,1.0,1.0
ADV0184,Advisor 0184,regional_broker_dealer,active_trader,Active Trader,high,high,low,established,103,105017426.2,1.25,1.15
ADV0973,Advisor 0973,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,93,104967370.2,0.85,1.2
ADV0103,Advisor 0103,wirehouse,conservative_income,Conservative Income,low,low,high,emerging,63,104961930.36,0.85,1.2
ADV0381,Advisor 0381,insurance_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,111,104793200.14,0.95,1.05
ADV0233,Advisor 0233,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,95,104423891.66,0.85,1.2
ADV0255,Advisor 0255,regional_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,88,104305426.7,0.95,1.05
ADV0627,Advisor 0627,insurance_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,133,103728310.36,1.0,1.0
ADV0473,Advisor 0473,insurance_broker_dealer,conservative_income,Conservative Income,low,low,high,established,114,103472159.43,0.85,1.2
ADV0593,Advisor 0593,ria,conservative_income,Conservative Income,low,low,high,tenured,79,103290561.77,0.85,1.2
ADV0644,Advisor 0644,independent_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,76,102697037.42,1.05,0.95
ADV0838,Advisor 0838,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,82,102620510.53,1.15,0.9
ADV0750,Advisor 0750,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,79,102309126.35,1.15,0.9
ADV0609,Advisor 0609,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,72,102201403.88,1.15,0.9
ADV0732,Advisor 0732,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,69,101736157.14,1.0,1.0
ADV0555,Advisor 0555,wirehouse,conservative_income,Conservative Income,low,low,high,tenured,81,101187263.6,0.85,1.2
ADV0806,Advisor 0806,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,89,100970479.62,1.0,1.0
ADV0217,Advisor 0217,private_bank,balanced_planner,Balanced Planner,medium,low,high,established,41,100135533.89,1.0,1.0
ADV0009,Advisor 0009,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,100,100086845.12,1.15,0.9
ADV0158,Advisor 0158,ria,conservative_income,Conservative Income,low,low,high,established,76,99929685.78,0.85,1.2
ADV0387,Advisor 0387,insurance_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,118,99366376.23,1.0,1.0
ADV0599,Advisor 0599,ria,balanced_planner,Balanced Planner,medium,low,high,emerging,66,99363333.15,1.0,1.0
ADV0650,Advisor 0650,wirehouse,conservative_income,Conservative Income,low,low,high,tenured,59,99300552.92,0.85,1.2
ADV0367,Advisor 0367,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,71,98695452.96,1.0,1.0
ADV0486,Advisor 0486,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,84,98245556.26,1.0,1.0
ADV0693,Advisor 0693,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,71,97172089.37,1.0,1.0
ADV0712,Advisor 0712,wirehouse,active_trader,Active Trader,high,high,low,established,62,96394407.25,1.25,1.15
ADV0656,Advisor 0656,regional_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,128,96183233.06,0.95,1.05
ADV0982,Advisor 0982,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,54,95780713.56,1.0,1.0
ADV0816,Advisor 0816,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,59,95732007.78,1.15,0.9
ADV0685,Advisor 0685,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,93,95618482.02,1.0,1.0
ADV0885,Advisor 0885,ria,balanced_planner,Balanced Planner,medium,low,high,established,65,95601006.94,1.0,1.0
ADV0034,Advisor 0034,ria,active_trader,Active Trader,high,high,low,emerging,65,94715186.06,1.25,1.15
ADV0176,Advisor 0176,ria,conservative_income,Conservative Income,low,low,high,established,68,94204194.01,0.85,1.2
ADV0774,Advisor 0774,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,69,94000772.56,1.0,1.0
ADV0726,Advisor 0726,wirehouse,conservative_income,Conservative Income,low,low,high,established,67,93984996.89,0.85,1.2
ADV0163,Advisor 0163,private_bank,balanced_planner,Balanced Planner,medium,low,high,tenured,49,93690981.96,1.0,1.0
ADV0131,Advisor 0131,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,79,93641651.34,1.15,0.9
ADV0563,Advisor 0563,wirehouse,conservative_income,Conservative Income,low,low,high,established,68,93594269.42,0.85,1.2
ADV0143,Advisor 0143,wirehouse,conservative_income,Conservative Income,low,low,high,established,68,93470209.34,0.85,1.2
ADV0209,Advisor 0209,private_bank,growth_allocator,Growth Allocator,medium_high,medium,medium,established,46,93133032.79,1.15,0.9
ADV0615,Advisor 0615,insurance_broker_dealer,conservative_income,Conservative Income,low,low,high,established,103,92466356.0,0.85,1.2
ADV0288,Advisor 0288,wirehouse,conservative_income,Conservative Income,low,low,high,emerging,52,92118573.87,0.85,1.2
ADV0322,Advisor 0322,ria,conservative_income,Conservative Income,low,low,high,established,65,91746076.31,0.85,1.2
ADV0313,Advisor 0313,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,52,91488116.35,0.95,1.05
ADV0123,Advisor 0123,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,66,91409040.32,0.95,1.05
ADV0291,Advisor 0291,wirehouse,conservative_income,Conservative Income,low,low,high,established,56,91089748.78,0.85,1.2
ADV0045,Advisor 0045,private_bank,conservative_income,Conservative Income,low,low,high,tenured,50,91036171.33,0.85,1.2
ADV0433,Advisor 0433,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,51,90861456.87,1.15,0.9
ADV0849,Advisor 0849,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,85,90429054.36,1.0,1.0
ADV0234,Advisor 0234,wirehouse,active_trader,Active Trader,high,high,low,tenured,61,89789909.83,1.25,1.15
ADV0975,Advisor 0975,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,74,89300582.14,1.0,1.0
ADV0083,Advisor 0083,wirehouse,balanced_planner,Balanced Planner,medium,low,high,emerging,52,89284985.17,1.0,1.0
ADV0592,Advisor 0592,private_bank,growth_allocator,Growth Allocator,medium_high,medium,medium,established,42,89175447.93,1.15,0.9
ADV0122,Advisor 0122,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,emerging,61,88639568.44,0.85,1.2
ADV0990,Advisor 0990,regional_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,emerging,85,88453858.0,1.05,0.95
ADV0274,Advisor 0274,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,61,88273036.85,1.15,0.9
ADV0226,Advisor 0226,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,68,87957674.43,0.95,1.05
ADV0804,Advisor 0804,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,79,87754138.3,0.85,1.2
ADV0738,Advisor 0738,insurance_broker_dealer,conservative_income,Conservative Income,low,low,high,established,96,87502335.23,0.85,1.2
ADV0305,Advisor 0305,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,emerging,48,87312496.86,1.05,0.95
ADV0492,Advisor 0492,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,54,87056936.83,0.95,1.05
ADV0718,Advisor 0718,wirehouse,active_trader,Active Trader,high,high,low,established,55,86936380.27,1.25,1.15
ADV0299,Advisor 0299,regional_broker_dealer,active_trader,Active Trader,high,high,low,established,79,86806699.57,1.25,1.15
ADV0369,Advisor 0369,independent_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,71,86401305.48,1.05,0.95
ADV0896,Advisor 0896,wirehouse,conservative_income,Conservative Income,low,low,high,emerging,53,86051943.17,0.85,1.2
ADV0695,Advisor 0695,ria,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,64,84670662.32,1.05,0.95
